channel,section,playlist,video,link,time,views,publication date,likes,dislikes,description
UCT-_4GqC-yLY1xtTHhwY0hA,no sections,Instagram Makeup,Taylor swift transformation make up (With subs) 테일러 스위프트 커버 메이크업,https://youtu.be/x9EF-r4LMUI,6:27,20400850, 2016. 3. 21.,"278,666","5,008","안녕하세요 포니 입니다!오늘은 저의 첫 커버 메이크업 영상""테일러 스위프트 커버 메이크업"" 을보여드릴게요!Hi guys, it's PONY!this is Taylor swift transformation make up! Thanks for watching my video :)???????????????????????ILLAMASQUAHYDRA VEIL 일라마스콰하이드라 베일???????????????????????PONY EFFECTSEAMLESS FOUNDATION # 13 FAIR포니 이펙트심리스 파운데이션# 13 페어???????????????????????CLIOKILL COVER PRO ARTISTLIQUID CONCEALER# 2-BP 란제리클리오킬 커버 프로 아티스트리퀴드 컨실러# 2-BP 란제리???????????????????????ETUDE HOUSEPLAY 101 STICK CONTOUR DUO에뛰드 하우스플레이 101스틱 컨투어 듀오 ???????????????????????BENEFITBOIING FULL COVERAGE CONCEALER# 1베네피트보잉풀 커버리지 컨실러# 1???????????????????????PONY EFFECTSKIN FIT POWDER PACT# 13 FAIR포니 이펙트스킨 핏 파우더 팩트 # 13 페어???????????????????????HOLIKA HOLIKAWONDER DRAWING24HR AUTO EYEBROW# 3홀리카 홀리카원더 드로잉24HR 오토 아이브로우# 3 라이트 브라운???????????????????????ETUDE HOUSETINT MY BROWS# 1 GRAY BROWN에뛰드 하우스청순거짓 틴트 브라우# 1 그레이 브라운???????????????????????SHISEIDOSPOTSCOVER FOUNDATION# S100시세이도 스팟커버 파운데이션# S100???????????????????????ETUDE HOUSECOLOR MY BROWS# 5 BLONDIE BROWN에뛰드 하우스청순거짓 브라우카라# 5 블론디 브라운???????????????????????PONY X MEMEBOXSHINE EASY GLAM 1포니 X 미미박스샤인이지글램 1???????????????????????INNISFREEECO EYEBROW PENCIL# 3이니스프리에코 아이브로우 펜슬# 3브라운???????????????????????LORACPRO EYE SHADOW PALETTE로락프로 아이 섀도우 팔레트???????????????????????TONY MOLYBACKGEL EYE LINER# 1 BLACK토니모리백젤 아이라이너# 1 블랙???????????????????????BBIALAST AUTO GEL EYELINER# B4삐아라스트 오토 젤 아이라이너# B4 모로코???????????????????????TOPSHOPKOHL# SABLE탑샵콜# 세이블???????????????????????BBIALAST PEN EYELINER# 2 SHARPEN BROWN삐아 라스트 펜 아이라이너# 2 샤픈 브라운???????????????????????AGEHAEYE LASHES# W020아게하아이래쉬# W020???????????????????????VDLFESTIVAL LASHES# 07 FULL MAKE UP 브이디엘페스티벌 래쉬# 07 풀 메이크업???????????????????????PONY EFFECTTHAT GIRLLUMINOUS CONTOURING PALETTE포니 이펙트댓 걸루미너스 컨투어링 팔레트???????????????????????CLIOPRO SINGLE FACE# 05 NEUTRAL클리오프로 싱글 페이스# 05 뉴트럴???????????????????????CLIOKAMAFLAGE FOUNDATION# 1 HIGH LIGHT클리오캄플라치 파운데이션# 1 하이라이터???????????????????????MACLIP PENCIL# CHERRY맥립 펜슬# 체리???????????????????????CLIOVIRGINKISS TENSION LIP# 16 RED LIAR클리오버진키스 텐션 립# 16 레드 라이어 ???????????????????????Music ByJim Yosef ? Eclipse [NCS Release]SoundCloudhttps://soundcloud.com/jim-yosefFacebookhttps://www.facebook.com/jimyosefmusicTwitterhttps://twitter.com/jimyosefNoCopyrightSounds, music without limitations.Download this track for free:http://disq.us/9d1df6--------------------------------------------DIRECTOR / CAMERABAEK HYUN WOO"
UCT-_4GqC-yLY1xtTHhwY0hA,no sections,Makeup Tutorials,Glowy Coral Makeup (With sub) 촉촉 코랄 메이크업,https://youtu.be/DAu_jF-9AXs,8:54,14955801, 2017. 12. 19.,"269,183","4,090",촉촉 코랄 메이크업Glowy Coral MakeupLUNA NATURAL 1DAY COLOR CONTACT LENS# CHAI루나내추럴원데이 컬러 콘텍트 렌즈# 차이ㅡBOBBI BROWNEXTRA ILLUMINATING MOISTURE BALM바비브라운엑스트라 일루미네이팅 모이스춰 밤ㅡGIVERNYMILCHAK COVER FOUNDATIONSPF30 PA++# 02 YELLOW SKIN지베르니밀착 커버 파운데이션 SPF30 PA++# 02 옐로우 스킨ㅡPICCASSO BRUSHPROOF 06피카소 브러쉬프루프 06ㅡCLIOHYDRO MAKEUP SPONGE ORIGINAL클리오하이드로 메이크업 스펀지 오리지널ㅡARITAUMFULL COVER CREAM CONCEALER아리따움풀커버 크림 컨실러?????ㅡBOBBI BROWNCONCEALER BLENDING BRUSH바비브라운컨실러 블렌딩 브러쉬ㅡE.L.FTONE CORRECTING POWDER엘프톤 코렉팅 파우더ㅡSHU UEMURANATURAL BRUSH 18슈에무라네츄럴 브러쉬 18ㅡSHU UEMURAHARD FORMULA# 03 BROWN?슈에무라하드 포뮬라# 03 브라운ㅡSHU UEMURA SYNTHETIC MASCARA CORN 슈에무라합성 마스카라 콘 ㅡARITAUMIDOL BROW MASCARA# 02 NATURAL BROWN아리따움아이돌 브로우 마스카라# 02 내추럴 브라운ㅡW.LABPOCKET SHADOW PALETTE BLOOMING더블유랩포켓 섀도우 팔레트 블루밍ㅡREAL TECHNIQUES?BY SAM & NICBASE SHADOW BRUSH?리얼 테크닉스?바이 샘 앤 닉베이스 섀도우 브러쉬ㅡMISSHAARTISTOOL SHADOW BRUSH# 304미샤아티스툴 섀도우 브러쉬# 304ㅡTHE SAEMECO SOUL POWERPROOF SUPER SLIM EYELINER# BR03 TEDDY BROWN더 샘에코 소울 파워프루프 초슬림 아이라이너# BR03 테디 브라운ㅡARITAUMMONO EYES# M06 RED BEAN LATTE아리따움모노 아이즈# M06 레드빈라떼ㅡTHE FACE SHOPDAILY BEAUTY TOOLSEYELINER BRUSH더 페이스샵데일리 뷰티툴즈아이라이너 브러쉬ㅡSHU UEMURAEYELASH CURLER?슈에무라아이래쉬 컬러ㅡLANEIGEVOLUME SETTING MASCARA# 1 BLACK라네즈볼륨 세팅 마스카라# 1 블랙ㅡMISSHALASH-TALK COLOR MASCARA# CHOCOLATE미샤래쉬-톡 컬러 마스카라# 초콜렛ㅡNARSBLUSH# ORGASM나스블러쉬# 오르가즘ㅡSHU UEMURANATURAL BRUSH 20슈에무라내츄럴 브러쉬 20ㅡPONY EFFECTFAVORITE FLUID LIP TINT# SHEER DELIGHT포니이펙트페이보릿 플루이드 립 틴트# 시어 딜라이트ㅡ
UCT-_4GqC-yLY1xtTHhwY0hA,no sections,Makeup Tutorials,Natural Make up (With subs) 내추럴 메이크업,https://youtu.be/tRUGnDVnI60,15:17,9824044, 2016. 8. 9.,"162,803","1,947",안녕하세요 포니입니다!입술에 사용한 립제품은 제품 자체에도 컬러가 기입이 안 돼있고구글링을 아무리 해봐도 넘버가 안나와요 ㅠㅠ구입하실 때 톤 다운 된 장미빛 컬러를 기억하시고 구입하세요!!!AVENESUN VERY HIGH PROTECTION SUN CREAM SPF50+아벤느선 베리 하이 프로텍션 선 크림 SPF50+-------------------------------CLIOHYDRO MAKEUP SPONGE# 01 ORIGINAL클리오하이드로 메이크업 스폰지# 01 오리지널-------------------------------GIORGIO ARMANIBLUSHING FABRIC# 01 PETAL CHORAL조르지오아르마니블러싱 패브릭# 01 페탈 코랄-------------------------------VDLBRIGHTENING TONE CONCEALER# A201브이디엘브라이트닝 톤 컨실러# A2O1-------------------------------BENEFITBROW ZINGS# BLENDING BRUSH베네피트브라우 징# 블랜딩 브러쉬-------------------------------MAKEUP FOREVERAQUA BROW# 15 BLOND메이크업포에버아쿠아 브로우# 15 블론드-------------------------------PICCASSO # 287 FOUNDATION BRUSH피카소# 287 파운데이션 브러쉬-------------------------------BENEFITBROW ZINGS# HARD ANGLE BRUSH베네피트브라우 징# 하드 앵글 브러쉬-------------------------------ETUDE HOUSEZERO SEBUM DRYING POWDER에뛰드하우스제로피지 드라잉 파우더-------------------------------ETUDE HOUSEPLAY 101 PENCIL# 33에뛰드 하우스플레이 101 펜슬# 33-------------------------------MACEYE SHADOW# SOBA맥아이 섀도우# 소바-------------------------------PICCASSO # 239 BRUSH피카소# 239 브러쉬-------------------------------BBIALAST AUTO GEL EYELINER# B5 SOUL BROWN삐아라스트 오토 젤 아이라이너# B5 소울 브라운-------------------------------ETUDE HOUSEEYELASH CURLER에뛰드 하우스아이래쉬 컬러-------------------------------ARITAUMMICRO MASCARA# 1 NOIR BLACK아리따움마이크로 마스카라# 1 느와르 블랙-------------------------------SEVENTEENBERRY CRUSH LIP STAIN세븐틴베리 크러쉬 립 스테인-입술에 사용한 립제품은 제품 자체에도 컬러가 기입이 안 돼있고구글링을 아무리 해봐도 넘버가 안나와요 ㅠㅠ구입하실 때 톤 다운 된 장미빛 컬러를 기억하시고 구입하세요!!!
UCT-_4GqC-yLY1xtTHhwY0hA,no sections,Instagram Makeup,Instagram Makeup - Snowflake Makeup (With subs) 인스타 메이크업 - 눈꽃 메이크업,https://youtu.be/lbDalERJ2Os,9:32,8473507, 2016. 12. 15.,"159,971","1,763",Instagram Makeup - Snowflake Makeup인스타 메이크업 - 눈꽃 메이크업렌즈렌즈미 미 3칼라#그레이LENS LENSME ME3COLOR#GREY---SHU UEMURA (국내 출시 예정) ( Available soon )PETAL SKIN FLUID FOUNDATION# 574 LIGHT SAND슈에무라페탈 스킨 플루이드 파운데이션# 574 라이트 샌드SKIN FOODWEDGE PUFF스킨푸드 웨지 퍼프ㅡEGLIPSSARANGHAE-ZOO DUAL CONCEALER이글립스사랑해-주 듀얼 컨실러PICCASSO BRUSH620피카소 브러쉬620ㅡVISEELIP & CHEEK CREAM# BE - 5비세립 & 치크 크림# BE - 5SKIN FOODWEDGE PUFF스킨푸드 웨지 퍼프ㅡTHE FACE SHOPLOVELY ME:EX PASTEL CUSHION BLUSHER# 05 PEACH CUSHION더 페이스샵러블리 믹스 파스텔 쿠션 블러셔# 05 피치쿠션REAL TECHNIQUES BY SAM & NICBLUSH BRUSH리얼 테크닉스 바이 샘 앤 닉블러쉬 브러쉬ㅡMACEYE SHADOW# WEDGE 맥아이 쉐도우# _지PICCASSO BRUSH224피카소 브러쉬224ㅡETUDE HOUSEDRAWING EYE BROW DOU# 01 DARK BROWN에뛰드 하우스드로잉 아이브러우 듀오# 01 다크브라운ㅡMACEYE SHADOW# WEDGE 맥아이 쉐도우# _지REAL TECHNIQUES BY SAM & NICDELUXE CREASE BRUSH리얼 테크닉스 바이 샘 앤 닉디럭스 크리스 브러쉬ㅡTHE FACE SHOPSINGLE SHADOW# PK01 VINTAGE ROSE더 페이스샵싱글 섀도우# PK01 빈티지로즈PICCASSO BRUSH239피카소 브러쉬239ㅡTONYMOLYBACK GEL EYELINER# 02 BROWN토니모리백 젤 아이라이너# 02 브라운ㅡMISSHADEWY GLOSSY EYES# BERRY SMOOTHIE미샤듀이 글로시 아이즈# 베리 스무디ㅡMICHE BLOOMIN’# 06 GIRLY FLAIR미체 블루밍# 06 가리 플레어ETUDE HOUSEEYELASH CURLER에뛰드 하우스아이래쉬 컬러REVLONBY MARCHESA TWEEZERS레브론바이 마르케사 트위저DUOEYELASH ADHESIVE# DARK TONE듀오 아이래쉬 애드헤시브# 다크 톤DUOCLEAR WHITE듀오 클리어 화이트BENEFITTHEY’RE REAL! RENGTHENING MASCARA# BEYOND BROWN베네피트데아리얼! 랭스닝 마스카라# 네츄럴(비욘드) 브라운ㅡBENEFITBENE TINT베네피트베네틴트ETUDE HOUSEDEAR MY BLOOMING LIPS-TALK CHIFFON# BE109 에뛰드하우스디어 마이 블루밍 립스-톡 쉬폰# BE109 떨리고 쉬폰 베이지ㅡBGMTiny music - Winter light
UCT-_4GqC-yLY1xtTHhwY0hA,no sections,Makeup Tutorials,Calm Beige Makeup (With sub) 차분한 베이지 메이크업??,https://youtu.be/0L2zNXpBP3k,17:07,7107684, 2018. 1. 21.,"136,033","2,057","안녕하세요 여러분, 포니입니다!더 자주, 편하게 GRWM를 찍기위해  집에 카메라를 설치했어요!호텔이나 스튜디오가 아니더라도앞으로는 집에서 찍는 편안한 GRWM도 많이 보여드릴게요 :)---SEPHORAALMOND LIP BALM세포라아몬드 립밤?SUQQUNUDE WEAR LIQUID# 102슷쿠누드 웨어 리퀴드#102-HOURGLASSVANISH SEAMLESS FINISH FOUNDATION STICK# BLANC아워글라스바니쉬 심리스 피니쉬 파운데이션 스틱#블랑-CLIOHYDRO MAKEUP SPONGE SEMI GLOW클리오하이드로 메이크업 스펀지 세미 글로우?IT’S SKINMACARON SUGAR POWDER  PACT# 21 SPECIAL EDITION SUGAR MILK잇츠스킨마카롱 슈가 파우더 팩트# 21 스페셜 에디션 슈가 밀크-REAL TECHNIQUES SETTING BRUSH리얼 테크닉 세팅 브러쉬?EXCELPOWDER & PENCIL EYE BROW EX# PD07엑셀파우더 & 펜슬 아이 브로우 EX# PD07?RODIALINSTAGLAM COMPACT DELUXECONTOURING POWDER#03 FACE SCULPTOR AND DEFINER로디얼인스타글램 콤팩트 디럭스컨투어링 파우더#03 페이스 스컬프터 앤드 디파이너-MORPHE BRUSH #G24몰피 브러쉬 #G24?ARITAUMFULL COVER CREAM CONCEALER아리따움풀커버 크림 컨실러-SONIA KASHUK BRUSH #110소니아 카슉 브러쉬  #110?ADDICTIONTHE EYE SHADOW# 033어딕션더 아이 섀도우 # 033-E.L.F. PROFESSIONAL CONTOUR BRUSH엘프 프로페셔널 컨투어 브러쉬?PONY EFFECTUNLIMITED CREAM SHADOW# FUTURE PROOF포니이펙트언리미티드 크림 섀도# 퓨처 프루프-MISSHA ARTISTOOL MAKEUP BRUSH #306미샤 아티스툴 섀도우 브러쉬 #306?FLOWFUSHIMOTEMASCARA MICRO TECHNICAL3후로후시모테마스카라 마이크로 테크니컬3-SHU UEMURA EYELASH CURLER슈에무라 아이래쉬 컬러 뷰러?ARITAUMMONO EYES# M19 WILD BROWN아리따움모노 아이즈# M19 와일드 브라운-PICCASSO BRUSH #717피카소 브러쉬 #717?BUXOMTRUE NUDE LIP FOUNDATION # BUFF벅섬트루 누드 립 파운데이션# 버프-PICCASSO BRUSH #219피카소 브러쉬 #219-ARITAUMMONO EYES# M19 WILD BROWN아리따움모노 아이즈# M19 와일드 브라운-SUQQUFLAWLESS LIP GLOSS# 02슷쿠플로리스 립글로스# 02?EVER COLOR LUQUAGE 1DAY#FOGGY CHOCOLAT에버 컬러 르크아쥬 1데이#포기 쇼콜라 ??"
UCT-_4GqC-yLY1xtTHhwY0hA,no sections,Makeup Tutorials,Clear Rose Color Make up (With subs) 맑은 레드 메이크업,https://youtu.be/WxkVZxWjxKo,11:33,7040957, 2015. 11. 24.,"102,967","1,064","Clear Rose Color Make up맑은 레드 메이크업Hi! It’s Pony.I prepared a light makeup look today that anyone can easily do.This makeup will give you that pure and innocent look.A clear makeup look with a popping shade of bright red, shall we begin?안녕하세요! 포니입니다.오늘은 누구나 쉽게 할 수 있는 옅은 메이크업을 준비했는데요.청순한 느낌을 연출할 수 있는 메이크업룩이예요.맑은 레드컬러가 돋보이는 투명한 느낌의 메이크업, 바로 시작해볼까요?메이블린 뉴욕베이비 스킨 포어 이레이저MAYBELLINE NEW YORKBABY SKIN PORE ERASER------------------------알엠케이컨트롤 컬러#01 실버RMKCONTROL COLOR#01 SILVER------------------------랑콤뗑 미라클 파운데이션 SPF 15# O-01LANCOMETEINT MIRACLE NATURAL LIGHT CREATOR SPF 15# O-01------------------------클리오킬커버 프로 아티스트 팟 컨실러#BP 란제리CLIOKILL COVER ARTIST POT CONCEALER#BP 란제리------------------------디에스비 오리지널 스노우 팩트#21 내추럴 베이지DSBORIGINAL SNOW PACT#21------------------------시세이도내츄럴 아이브로우 펜슬#GY 901SHISEIDONATIRAL EYEBROW PENCIL#GY 901------------------------클리오프로 싱글 섀도우#S31 실크CLIOPRO SINGLE SHADOW#S31 실크------------------------삐아섀이드&섀도우 #09 모태 분위기 BBIASHADE & SHADOW#09 모태 분위기 ------------------------이니스프리 똑딱아이미 20림멜 마스카라------------------------이글립스이지 퀵 붓펜라이너# 다크브라운EGLIPSEASY QUICK BRUSH PEN LINER# DARK BROWN------------------------랑콤압솔뤼 루즈# 256 가든로즈LANCOMEL'ABSOLU ROUGE# 256 GARDEN ROSE------------------------메이크업포에버아티스트 플렉시 글로스# 0 MAKE UP FOR EVERARTIST PLEXI GLOSS# 0▶PONY's Instagram : http://instagram.com/ponysmakeup▶PONY's Blog : http://blog.naver.com/highkick_--------------------------------------------TRANSLATORJulia H.DIRECTOR / CAMERABAEK HYUN WOO"
UCT-_4GqC-yLY1xtTHhwY0hA,no sections,Makeup Tutorials,Kylie Jenner Transformation Make-up (With sub) 카일리 제너 커버 메이크업,https://youtu.be/dqOsYjKtrZI,6:06,6809901, 2016. 9. 2.,"166,969","2,256","착용 소프트 렌즈FRESH LOOKILLUMINATE ONEDAY COLOR CONTACTLENS# LIGHT BROWN후레쉬 룩일루미네이트 원데이 컬러 콘텍트렌즈# 라이트 브라운?프라이머BENEFITTHE PORE FESSIONAL베네피트더 포어 페셔널?쌍꺼풀 액ARITAUMIDOL LASH ADHESIVE 아리따움아이돌 래쉬 속눈썹 접착제?쌍꺼풀 만들어 준 뒤 사용했던 섀도우MACEYE SHADOW# WEDGE맥아이 섀도우# 웨지URBANDECAYNAKED PALETTE# BRUSH어반디케이네이키드 팔레트# 내장 브러쉬?쌍꺼풀 라인에 바른 프라이머BENEFITTHE PORE FESSIONAL베네피트더 포어 페셔널?파운데이션MAKE UP FOR EVERFACE & BODY # 34메이크업 포에버페이스 앤 바디# 34SKINFOODWEDGE PUFF스킨푸드웨지 퍼프?눈썹에 바른 글루DUOEYELASH ADHESIVE# CLEAR WHITE듀오속눈썹 접착제# 투명KARDASHIAN BEAUTYTOUCH TONES GRADIENT EYE COLOR SET # BRUSH카다시안 뷰티터치 톤즈 그라디언트 아이컬러 세트# 내장 브러쉬?눈썹 커버용 컨실러SHISEIDOSPOTS COVER FOUNDATION# S101시세이도스팟 커버 파운데이션# S101KARDASHIAN BEAUTYTOUCH TONES GRADIENT EYE COLOR SET # BRUSH카다시안 뷰티터치 톤즈 그라디언트 아이컬러 세트# 내장 브러쉬?눈썹 커버용 파우더BENEFITHELLO FLAWLESS POWDER PACT# IVORY베네피트헬로 플로리스 파우더 팩트# 아이보리?눈썹 펜슬THE FACE SHOPLOVELY ME:EX STYLE MY EYE BROW (WOOD)# 04 BLACK더페이스샵러블리 믹스 스타일 마이 아이 브로우 (우드)# 04 블랙?눈썹 스크루 브러쉬E.L.FEYELASH & BROW WAND엘프아이래쉬 & 브로우 완드?눈썹에 덧그렸던 젤 아이라이너PRO 8 CHEONGDAMSTAY ON GEL EYE LINER# 02 BROWN프로 에잇 청담스테이 온 젤 아이라이너# 02 브라운PICCASSO # 712 BRUSH피카소# 712 브러쉬 ?눈썹 결 그릴 때 사용한 펜 브러쉬BBIALAST PEN EYELINER# CHOCO BROWN삐아라스트 펜 아이라이너# 초코브라운?아이 프라이머URBANDECAYEYE SHADOW PRIMER POTION# ORIGINAL어반디케이아이섀도우 프라이머 포션# 오리지날?무펄 인디핑크빛 섀도우CLIOPRO SINGLE SHADOW# M41 MEW클리오프로 싱글 섀도우# M41 뮤ESPOIRPRO SMUDGING SHADOW BRUSH# 311에스쁘아프로 스머징 섀도우 브러쉬# 311?무펄 음영 브라운 섀도우CLIOPRO SINGLE SHADOW# M44 BLENDED클리오프로 싱글 섀도우# M44 블랜디드PICCASSO # 219 BRUSH피카소# 219 브러쉬 ?무펄 에스프레소 브라운 섀도우INNISFREEMINERAL SINGLE SHADOW# 28 SCENT ESPRESSO 이니스프리미네랄 싱글 섀도우# 28 에스프레소의 향기PICCASSO # 219 BRUSH피카소# 219 브러쉬?쌍꺼풀 라인 그릴때 사용한 펜 브러쉬BBIALAST PEN EYELINER# CHOCO BROWN삐아라스트 펜 아이라이너# 초코브라운?눈 앞코너에 사용한 쉬머한 펄의 점보 펜슬BENEFITHIGH BROW GLOW베네피트하이 브로우 글로우?젤 아이라이너PRO 8 CHEONGDAMSTAY ON GEL EYE LINER# 02 BROWN프로 에잇 청담스테이 온 젤 아이라이너# 02 브라운MAC# 209 BRUSH맥# 209 브러쉬?언더라인에 사용한 레드브라운 펜슬BBIALAST AUTO GEL EYELINER# R2 ROSE BROWN삐아라스트 오토 젤 아이라이너# R2 로즈 브라운?마스카라CHANELINIMITABLE EXTREME MASCARA# 10 NOIR PUR PURE BLACK샤넬이니미터블 익스트림 마스카라# 10 느와르 펄 퓨어 블랙?언더 페이크 래쉬 펜 라이너BBIALAST PEN EYELINER# CHOCO BROWN삐아라스트 펜 아이라이너# 초코브라운?눈썹 뼈에 사용한 무펄 페일핑크빛 점보 펜슬BENEFITHIGH BROW PENCIL베네피트 하이 브로우 눈썹 하이라이터URBANDECAYNAKED PALETTE# BRUSH어반디케이네이키드 팔레트# 내장 브러쉬?애굣살 그릴 때 사용한 아이브로우 펜슬HOLIKA HOLIKAWONDER DRAWING SKINNY EYEBROW# DARK BROWN홀리카 홀리카원더 드로잉 스키니 아이브로우# 다크 브라운?눈 밑에 넓게 사용한 리퀴드 컨실러CLIOKILL COVER PRO ARTISTLIQUID CONCEALER# 2-BP클리오킬 커버 프로 아티스트리퀴드 컨실러# 2-BP 란제리SKINFOODWEDGE PUFF스킨푸드웨지 퍼프?코 음영 섀도우MACEYE SHADOW# WEDGE맥아이 섀도우# 웨지PICCASSO # 224 BRUSH피카소# 224 브러쉬웨지 퍼프?베이킹용 루스 파우더BEN NYECAMEO VISAGE LUXURY POWDER벤나이 까메오 비사지 럭셔리 파우더PICCASSO # 726 BRUSH피카소# 726 브러쉬?쉐이딩KAT VON D SHADE+LIGHT CONTOUR PALETTE캣본디쉐이드+라이트 컨투어 팔레트MAC# 168 BRUSH맥# 168 브러쉬?베이킹 루스 파우더 털어낼 때 사용한 큰 팬 브러쉬PICCASSO # PA 16 FAN BRUSH피카소# PA 16 FAN 브러쉬?얼굴 양감 낼 때 사용했던 무펄 옐로우 아이보리 파우더KAT VON D SHADE+LIGHT CONTOUR PALETTE캣본디쉐이드+라이트 컨투어 팔레트PICCASSO # 102 BRUSH피카소# 102 브러쉬?입가와 턱에 음영 넣을 때 사용한 섀도우MACEYE SHADOW# WEDGE맥아이 섀도우# 웨지PICCASSO # 224 BRUSH피카소# 224 브러쉬?립 라이너ETUDE HOUSESOFT TOUCH AUTO LIPLINER# 1 SOFT ROSE에뛰드 하우스소프트 터치 오토 립라이너# 1 소프트 로즈?립 메인 컬러KAT VON DEVERLASTING LIQUID LIPSTICK# LOLITA캣 본 디 에버라스팅 리퀴드 립스틱# 롤리타?립 위에 바른 섀도우BLACK RADIANCEPRESSED POWDER # 8610 CHAI블랙 래디언스프레스드 파우더# 8610 차이PICCASSO # 705 BRUSH피카소# 705 브러쉬?립 볼륨BENEFITHIGH BROW GLOW베네피트하이 브로우 글로우PICCASSO # 705 BRUSH피카소# 705 브러쉬?입 꼬리 그릴 때 사용한 펜 브러쉬BBIALAST PEN EYELINER# CHOCO BROWN삐아라스트 펜 아이라이너# 초코브라운?립 라인 정리용 컨실러SHISEIDOSPOTS COVER FOUNDATION# S 100시세이도스포츠 커버 파운데이션# S 100PICCASSO # 620 BRUSH피카소# 620 브러쉬?페이크 헤어라인용 아이브로우 펜슬BENEFITPRECISELY, MY BROW PENCIL# 04 MEDIUM베네피트프레사이슬리, 마이 브로우 펜슬#04 미디엄?페이크 헤어라인용 섀도우INNISFREEMINERAL SINGLE SHADOW# 28 SCENT ESPRESSO 이니스프리미네랄 싱글 섀도우# 28 에스프레소의 향기URBANDECAYNAKED PALETTE# BRUSH어반디케이네이키드 팔레트 브러쉬?페이크 헤어라인용 펜브러쉬BBIALAST PEN EYELINER# CHOCO BROWN삐아라스트 펜 아이라이너# 초코브라운?Music ByDEAF KEV ? Invincible [NCS Release]NoCopyrightSounds, music without limitations.Download this track for free: http://disq.us/t/1so2ta3"
UCT-_4GqC-yLY1xtTHhwY0hA,no sections,Get Ready With Me!,Instagram Live broadcast Make up (With sub) 인스타그램 라이브 방송 메이크업,https://youtu.be/9sfdPfojPmY,19:03,6802284, 2017. 6. 8.,"105,942","1,861","Instagram Live broadcast Make up (With sub) 인스타그램 라이브 방송 메이크업LENS렌즈미미3칼라 #그레이ETUDE HOUSEPLAY 101 STICK FOUNDATION# 01 FAIR에뛰드 하우스플레이 101 스틱 파운데이션# 01 페어ㅡSKIN FOODWEDGE PUFF스킨푸드 웨지 퍼프ㅡSONIA KASHUKHIDDEN AGENDA II CONCEALER PALETTE# 07 LIGHT소니아 카슉히든 어젠다 컨실러 팔레트# 07 라이트ㅡPICCASSO BRUSH620피카소 브러쉬620ㅡA’PIEUOIL CONTROL FILM PACT# 02 SKIN BEIGE어퓨오일 컨트롤 필름 팩트# 02 스킨 베이지ㅡE.L.FHIGHLIGHTING BRUSH엘프하이라이팅 브러쉬ㅡANASTASIADEEP BROW POMADE# DARK BROWN아나스타샤딥 브로우 포메이드# 다크브라운ㅡM·A·C209 EYE LINER BRUSH맥209 아이라이너 브러쉬ㅡBENEFITPRECISELY, MY BROW PENCIL# 04 MEDIUM베네피트프리사이슬리, 마이 브로우 펜슬# 04 미디움ㅡTARTETARTELETTE IN BLOOM CLAY PALETTE타르트타르틀렛 인 블룸 클레이 팔레트ㅡPICCASSO BRUSH224피카소 브러쉬224ㅡE.L.F.PROFESSIONALCONTOUR BRUSH엘프프로페셔널컨투어 브러쉬ㅡTONYMOLYBACK GEL REAL FIT LINER# 02토니모리백젤 리얼핏 워터프루프 라이너# 02ㅡDIOREYELASH CURLER?디올아이래쉬컬러ㅡDIAMOND LASHYUUKI YAMAMOTO PRODUCE SERIES# LUXE EYE?다이아몬드 래쉬유키 야마모토 프로듀스 시리즈# 럭시 아이즈ㅡBENEFITROLLER LASH# BLACK베네피트롤러래시 컬링 마스카라# 블랙ㅡETUDE HOUSEDEAR GIRLS BIG EYES MAKER에뛰드 하우스소녀 눈트임 메이커ㅡFLOWFUSHIMOTELINER# BROWN후로후시모테라이너# 브라운ㅡTONYMOLYCRYSTAL BLUSHER# 03 PLEASURE PEACH 토니모리크리스탈 블러셔# 03 플레져피치ㅡPICCASSO BRUSH105피카소 브러쉬105ㅡLAURA GELLERBAKED GELATO SWIRL ILLUMINATOR# PEACH GLOW 로라겔러베이크드 젤라또 스월 일루미네이터#  피치글로우ㅡPICCASSO BRUSH726피카소 브러쉬726ㅡBENEFITHOOLA베네피트훌라ㅡM·A·C168 LARGE ANGLED CONTOUR BRUSH맥168 라지 앵글 컨투어 브러쉬ㅡBUXOMPLUMPLINE LIP LINER# HUSH HUSH벅섬플럼프라인 립 라이너# 허쉬허쉬ㅡBUXOMPLUMPLINE LIP LINER# COVERT AFFAIR벅섬플럼프라인 립 라이너# 코버트 어페어ㅡ"
